job_id,company,jobdescription,jobtitle,skills,joblocation_address,vacencies,Domain,Linkidin,time
22,HCL Infosystems,ACC Resource is looking for a junior to mid level Business Analyst for a 6 month contract to hire opening in Baltimore MD. This position will be working as an analyst on a credit card processing team. The candidate needs to have SQL experience to be able to pull data for reporting purposes. The position is with an exciting company in downtown Baltimore.Please send qualified resumes to colleen.klausner@accreource.com,Jr to Mid Business/Data Analyst (contract to hire),"req gathering, SQL","Lucknow, Uttar Pradesh",yes,hcl.com,https://www.linkedin.com/company/hcl/,0
23,Lenovo India,"ACES, LLC is a leader in IT recruiting. We offer excellent opportunities for talented professionals in the Information Technology field with top Fortune 500 companies across industries such as healthcare, technology, professional services, local and federal government and financial services. Our dedicated team continues to exceed client expectations by identifying and deploying key resources when our clients need them most. We offer competitive salaries, full benefit packages and exciting careers that will challenge your creative and technical abilities. Are you looking for a career move?Job DescriptionACES, LLC is looking for an experienced IV&V Consultant to join our team! The ideal candidate will be able to effectively provide independent validation and verification supporting the SDLC. Minimum Qualifications 10+ years of experience with full project life cycle (Strategy and Concept, Initiating, Planning and Design, Executing, Monitoring and Controlling, Closing), including stakeholder and executive communication5+ years of experience providing program and project management for IT operations, systems and network engineering, data center operations, software selection, software design and development, technical, or functional management support on IT projects5+ years of experience with management and coaching of Agile and Waterfall environmentsExperience assisting with the preparation of monthly development reports, provide written findings and recommendations, reviewing project deliverables and determining whether the deliverables are sufficient and appropriately definedAttending meetings such as, project management, design, development, system and user acceptance test, data conversion, and other functional, and technical meetings Preferred State or Government experience a plusHealthare background preferredPublic sector IV&V background preferred Education Requirements Bachelor’s Degree in Computer Science or related field About ACES, LLCAlexan Consulting Enterprise Services, LLC is a full service technology consulting and IT staffing solution agency. We pride ourselves on exceptional quality and professionalism; giving us the competitive advantage over our competitors. As a core value, we believe that the most important element to success involves the people working with us.",IV&V Consultant,"Independent, validation, verification, iv&v, qa, consulting, assessing","Pune, Maharashtra",yes,lenovo.com,https://www.linkedin.com/company/lenovo/,0
24,Savex Computers,"Hello ACT Consulting is a U.S. owned and operated staffing company providing our clients with candidates on a national basis for contract, contract to hire, and direct hire engagements. Our clients are comprised mostly of Fortune 1000 companies, primarily in the areas of Information Technology, Engineering, Professional, Accounting and Finance. Our direct client is actively searching for a Threat & Incident Manager with location in Orlando, FL. We are seeking well qualified candidates for the following employment opportunity:101728-Threat & Incident Manager Stamford, Connecticut-06902USD 55 Per Hour on w2 only12 months contractJob Summary Client is seeking a Threat & Incident Manager responsible for executing, maintaining, and advancing processes and solutions to proactively identify threats, monitor security events, and collect, correlate, and analyze data to detect actual or potential suspicious activity and unauthorized accesses to networks, systems and data. Additionally, the Threat & Incident Manager will triage security events and oversee resolution globally. Areas of Focus and Responsibility: • Understand current and emerging threats in the hospitality industry through the establishment of strong relationships with threat intelligence organizations. • Build and Maintain close relationships with key IT stakeholders and technology teams at the properties, to assist in reduction of risk and enhancement of security posture. • Manage ongoing operations of threat and security event, incident response programs • Review and analyze threat intelligence and work collaboratively with security and technology and teams to identify, validate, and raise awareness of areas of weakness in the technology environment. • Conduct forensic analysis and perform incident root-cause analysis as needed. • Create and maintain metrics and management level reports. • This position requires a close relationship with leadership and solutions delivery resources including on shore and off shore Accenture application development and run teams, divisional IT leadership and IT Risk Managers, and enterprise business unties that develop/support their own applications. • This position also requires a good relationship between other members of the Information Risk & Security Team, Other I.T. and business Teams, Vendors, and partners.Main Duties & Responsibilities • Minimum Education - College Degree in Computer Science or course of study or a minimum of 7 years in Information Security with experience in threat and security event / incident response• Essential - Information Security Certifications (CISSP, SANS/GIAC, ISC2, etc). Certification in Incident Response and/or Digital Forensics a plus. • Essential – 5-10 years hands on experience • Essential – A thorough understanding of the OSI model • Essential – Knowledge of TCP/IP networking • Essential – Knowledge of commonly used ports and protocols• Essential - Knowledge of global threats, in particular the hospitality industry • Essential - Experience in threat, and security event / incident response in large organizations.• Working knowledge of forensic tools/processes, in particular, EnCase (strong plus) • Working knowledge of Windows and Unix Operating Systems • Working knowledge of SIEM operationsRegards, Sandeep LakshmananTalent Acquisition Lead ACT Consulting410 A Queen Street, Suite 367, Southington, CT 06489Phone: 203-302-0562Fax: 860-371-2177 faxE-Mail: sandeep@act-info.comLinkedIn: https://www.linkedin.com/in/sandeeplakshmanan Visit ACT Consulting at http://www.bullhornreach.com/sites/ACT_Consulting orwww.act-info.com to view our open positions ",101728-Threat & Incident Manager,Information Security,"Varanasi, Uttar Pradesh",yes,savex.com,https://www.linkedin.com/company/savex/,0
25,Mphasis,"About ACTIVE NetworkACTIVE Network® is the premier global marketplace for activities and events, connecting participants and activity organizers, while offering actionable business intelligence through our industry-leading data solutions and insights platform that helps organizers drive increased participation and revenue. ACTIVE Network processes registrations and payments for organizers of activities and events worldwide. Our enterprise-level ACTIVEWorks® platform offers organizers advanced SaaS technology that streamlines the administration of activities and events. Our ACTIVE Network Activity Cloud® platform combines data analytics and business intelligence tools to provide actionable insights that help organizers better manage their events and increase participation. Founded in 1999, ACTIVE Network is headquartered in Dallas, Texas, with offices throughout North America, Europe, Asia and Australia. For more information, please visit ACTIVEnetwork.com and follow us on Twitter. The Sr. System Engineer responsible to provide high quality support for wide varieties of products and services in Active Network. This position will focus on application support, as well ensuring availability and stability of our products to deliver effective technical solutions to achieve technology and business objectives. Responsibilities may include research, diagnoses and repairing issues. Alternatively, solutions might be in the form of data and/or web form changes. You should be a role model and help mentor other application support members of the team. We are looking for candidates that have what it takes for this role·         Passionate in solving problems?·         Love to learn new products and technologies?·         Willing to drives stability of products?·         Willing to adapt to changes?·         Dislike seeing issue happened more than once?·         A team player?·         Have new ideas and want to implement them? Responsibilities:·         Firm grasp on how our applications and products work on the infrastructure.·         Good understanding of web pages and data relationships. ·         Support and maintain health of applications. Ensure application performance is consistently up to par.  ·         Write SQL queries to perform data change, research and produce ad hoc reports as required.·         Perform web configuration changes as required as quick solution when resolving issues or upon client requests. ·         Take ownership and deliver high quality solutions for issues and requests. ·         Resolve issues and requests in timely manner with minimal supervision.·         Document troubleshooting and problem resolution steps.·         Communicate solutions effectively to technical and non-technical teams.·         Comply with standard processes when implementing solutions.·         Participate in on call rotation, including some weekend support and hand-off of issues between onsite and offshore staff.·         Comprehensive knowledge of web applications. Knowledge on either JAVA-based, dotNET-based or any web scripting knowledge is a major plus.·         Familiar with Linux and Windows environment.·         Knowledge of web technologies like ColdFusion, Apache, Jetty Tomcat or Microsoft IIS will be major plus. ·         Extensive knowledge of database queries; in Oracle or SQL servers.·         Able to simplify complex scenarios.·         Superb troubleshooting skills. Great problem solver.·         Ability to conduct research into systems issues and products as required.·         Good documentation skills.·         Must able to comply with standard processes.·         Ability to work in a team-oriented, collaborative environment·         Good leadership qualities.·         Excellent written, oral, and interpersonal communication skills.·         Highly self motivated and directed, with keen attention to detail. Experience:·         Bachelors in Computer Science/Engineering or related fields.·         Five (5)+ years experience in the field of Application Support.·         Support experience with web applications on both Linux and Windows server is highly desired.  ·         Should capable of formatting database queries for ad hoc reports, data research and data updates.·         Coding or scripting experience is highly desired.  ACTIVE Network Perks & Benefits:Competitive BenefitsState-of-the-art office space in Downtown DallasOn-site yoga classes, groups runs, Daily Dose workouts and training programs through our ACTIVEx Corporate Wellness ProgramGive back with the ACTIVEx Charity Challenge partnership with ‘Kids in the Game’Discounts and deals on races, events, activities, and top retailersActive Network is an equal opportunity employer.  Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status. ",Senior Systems Engineer - Application Support,System Engineer,"Ahmedabad, Gujarat",yes,mphasis.com,https://www.linkedin.com/company/mphasis/,0
26,Syntel,"As a Platform Engineer strategist who sits in the Securities Division, you will play an integral role on the trading floor. You will be operating complex trading software in the production environment.  This involves analyzing and debugging complex trading logic, dealing with problems and issues, and recommending both short-term and long-term solutions. You will support and deploy proprietary low latency/high throughput/highly scalable distributed trading systems. You will communicate across clients, trading personnel, and other technical teams.  You will have a passion for efficiency and automation and continually look for ways to improve daily tasks.  You will have a strong interest in financial markets and use this knowledge, together with the insight you gain from managing the production environment, to recommend and implement enhancements and improvements to our electronic trading product offering.  This team is responsible for managing the production platform for Equities electronic trading strategies. This team partners with development teams in new product launches, deploying successful upgrades for existing strategies and respond to client or regulatory change requests.  - Analyse, troubleshoot and resolve complex system and trading issues.  - Develop tools to automate support tasks and improve the stability of our plant.  - Be responsible for the successful deployment of certified code and new functionality into the production environment.  - Work with networking and other infrastructure teams to optimize latency and resiliency.  - Communicate across trading desks, strategists, and other teams to manage unexpected or day-to-day issues  - Understand US Equities and Options market rules and microstructures and be able to interact directly with exchanges and vendors to address issues Basic Qualifications- Bachelor’s or Master’s degree in Computer Science, Engineering, Physics or related field.  - Strong written and verbal communication skills.  - At least 2 years of work experience in a similar role or, at least 2 years of software development experience in programming languages such as C++ or Java. - Strong knowledge of data structures, algorithms and design patterns - Hands on experience with Unix/Linux and Shell Scripting to deal with memory management, concurrent programming infrastructure, and the networking stack.  - Experience in Perl, Python, or an equivalent Scripting Language.  - Sound knowledge of an RDBMS and SQL Expertise.  - Good understanding of the software development life cycle.  - Ability to work in a fast-paced, dynamic environment.  - Ability to self- motivate, multi task and work independently.  - Basic project and time management skills- Strong communication skills and the ability to work in a team  Preferred Qualifications- Knowledge of network concepts, topologies, and technologies.  - Experience with large-scale automated testing and releases. - Low latency or real time software development, lock-free, CAS, memory models etc - Domain knowledge of US Equities and/or Options trading. ",Platform Developer,Platform Developer,"Bengaluru, Karnataka",yes,syntel.com,https://www.linkedin.com/company/syntel/,0
27,L&T Infotech,"GaPSC Atlanta, GA3+ monthsWe are looking for an Architect/Lead Developer. This person should have at least 10 years of experience working with Microsoft technologies. Good communication skills is critical. C#, ASP.NET, SQL Server, HTML5, CSS3, AJAX, jQuery   We'll start with a 3 month contract to test out the candidate and if all goes well, we can extend to make this a long term contract. Muthu269 815 6107",.Net Architect,".Net Architect - ASP.Net, C#, HTML, CSS, ISS, Ajax, Javascript, Jquery, Json, SQL Server","Chandigarh , Chandigarh",yes,l&t.com,https://www.linkedin.com/company/l&t/,0
28,Samsung India,"Client has over 5000 end users. Candidate should have experience in several of the following areas:Responsibilities Include:• Monitor, maintain, & support core internal systems• Provide 3rd Level support for Active Directory and the File and Print infrastructure.• Communicate to senior level Engineers and Management updates regarding outages and restoration progress• Participate in on-call rotation escalation support for operations team• Perform a set of daily operational duties to validate system health • Monitor and follow up on alerts• Server installation, configuration, build & deploy• Support patch management processes Required Experience:• Using Windows operating system in an administrative capacity• Active Directory, Group Policy, DFS, Window DNS, SCCM• Virtualization (VMWare)• Citrix• Possess excellent oral and written communication, and interpersonal skills Preferred Experience: Preferred Experience:• Solarwinds, InTrust, Change Auditor, ActiveRoles Server• Solaris• Microsoft SQL Server• Powershell scripting• .NET and/or VBANO 3RD PARTY APPLICATIONS PLEASE ",System Administrator / Engineer,Windows Server 2003 - Windows Server 2008 - Windows Server 2012 - Active Directory - VMWare - Citrix,"Chennai, Tamil Nadu ",yes,samsung.com,https://www.linkedin.com/company/samsung/,0
29,Acer India,"We are looking for a Quality Assurance Engineer to be part of our team at our direct client.Our client is one of the top providers of affordable mortgage solutions for banks, credit unions, mortgage bankers and brokers.  Required Skills.         Experience in mortgage applications        Experience in testing Business System workflow         Experience in testing System Configuration        Experience in testing User creation.        Experience in testing Roles & Permissions. At least four years’ of experience in manual testing.Good commination skills and written skills.Should have thorough understanding of STLC.Should have very good knowledge in Testing MetricsReview, analyze, and evaluate business systems and user needsExecute regression tests, functional tests, and data tests.Develop, maintain and execute test plans, including developing test scripts, test procedures and testing scheduleCollaborate with Product Management and Developers as needed to isolate root cause of defects Review, analyze, and evaluate business systems and user needsBachelor’s degree or equivalent experience in Computer Science, Engineering, or a related disciplineRecent experience in mortgage solutions applications is plus , QTP for a Desktop Application is plus , Experience with Bugzilla is plus.","Manual QA Analyst (Workflow, System Configuration, User Creation, Roles & Permissions)",Quality Assurance,"Delhi, Delhi",yes,acer.com,https://www.linkedin.com/company/acer/,0
30,Rolta India,"ALTEK Information Technology, Inc. is currently recruiting for: Sr. Cloud Engineer/ArchitectLocation: Chicago, ILDuration: 12 Months +Skills: IaaS, PaaS and SaaS Job Description: Provides technical, business, and administrative direction for personnel performing software development tasks, including the review of work products for correctness, adherence to the design concept and to user standards, and for progress in accordance with project schedules. Provides daily supervision and direction to support staff. Eight years of experience is desired.The cloud engineer is responsible for the design, creation, configuration and delivery of cloud infrastructure environments for a variety of environments across the Client using best practices and business acumen. The function of the role will include all technological aspects associated with cloud computing technology stack, including architecture, security, design, planning, management, maintenance and support. The scope of the role includes the extensive knowledge of on-premise (private), off-premise (public) and hybrid cloud models along with cloud implementation service models (IaaS, PaaS and SaaS).Design cloud infrastructure environments with best practice configurations for a wide variety of systems including databases, web services and messaging systems, and other application support environments. Efficiently translate project requirements from architecture/environment diagrams to formulate appropriate questions to identify and remediate design gaps. Review and analyze architecture level security solutions at the domain or product level to transform them into cloud infrastructure designs and implementations. Establish strategic relations with key technology vendors in order to influence changes in future product releases. Deliverable: Lead/oversee the cloud infrastructure environment construction and implementation during the life cycle of the solutions. Evaluate the success of architecture, network, security and environment designs as they are implemented. Evaluate strengths and flaws in architecture, network, security and environment designs for continuous improvement. Communicate with management and technical personnel on cloud adoption and usage topics on a continuous basis. ***For immediate consideration PLEASE send all resumes to the recruiter listed below with (POS-1172) in the subject line of your email. Recruiter:  Dileta SapokaiteEmail:        dsapokaite@al-tekinc.com   ",Sr. Cloud Engineer/ Architect,"IaaS, PaaS and SaaS","Hyderabad, Telangana",yes,rolta.com,https://www.linkedin.com/company/rolta/,0
31,Mindtree,"FIVE WEEKS VACATION FOR ALL EMPLOYEES - SEE OUR FANTASTIC BENEFITS PACKAGE BELOWAMC Technology, L.L.C. (www.amctechnology.com), a global leader in the CRM and Call Center markets, offers Platforms & Products as contact center solutions in close partnerships with leading companies such as salesforce.com, SAP, Oracle, Avaya/Nortel, Cisco, and Aspect.At AMC Technology, you will find a unique, casual working environment that combines the advantages of a small business with strong partnerships to large international organizations. This combination creates an exciting and fast-paced working environment with access to cutting-edge technology. Our highly competitive benefits package promotes career development and job satisfaction.AMC Technology is looking for a skilled, team-oriented senior developer for our R&D team to help research and develop the next generation of relationship communication software based products.  The successful candidate will have:Strong knowledge of the Microsoft Technology Platform including Windows Server, IIS, .NET, Visual Studio, etc.Experience developing server, client and middle tier components for n-tier software in C# and / or C++.Web Platform development experience on the latest HTML technology stack, strong HTML5, CSS3, JavaScript, JQuery.Strong web service and web application development experience.Experience working with current and legacy business and communication APIs, including SOAP / REST APIs.Experience developing software for large enterprises, which requires strong understanding of enterprise security concerns, and the critical need for simple and easy deployment, management, administration and maintenance of all enterprise software.Experience with platform debuggers including browser tools, Windows dump analysis, Windows server and application logs.Strong communication skills.Master’s degree with 5+ years or Bachelor’s with 8+ years work experience in a computer software fieldAdditional optional skills considered as added advantage:Experience developing CTI (Computer Telephony Integrations) integrations.Experience developing integrations and solutions for Salesforce, the Force.com platform, Oracle business applications, SAP business applications, Microsoft Dynamics business applications, or other CRM or ERP application platforms.Experience developing for Cloud platforms including AWS and Microsoft Azure.ResponsibilitiesResearch, prototype and develop new relationship communication products.Enhance existing products.Active participation in the full development cycle: functional requirements, technical design, user interface design, user-friendly error handling, coding, unit testing, handoff, knowledge transfer to support and sales, documentation and third-level technical support. AMC offers a highly competitive compensation, a comprehensive benefits package, and a great casual working environment. No agencies please.Working at AMC means working on the future of the connected enterprise. It means belonging to a growing group of brilliant developers, solutions engineers and business professionals who are making it their mission to explore and enhance the possibilities of today’s communication integration technologies. Why work at AMC? We’ve got a few ideas…Top 3 Reasons to Work for AMC TechnologyWork on a Great ProductAMC has been making exemplary solutions, certified by the biggest names in CRM and CTI for 21 years. Used by customers around the globe every day, we strive to offer a best of breed solution that helps businesses delight their customers through superior customer service.Work with an Energetic and Skilled TeamOur employees enjoy building, selling and supporting a great product. Being around that kind of positive energy will help you reach your full potential and you will look forward to coming to work each day too!BenefitsSome of the benefits we offer as part of our package:Competitive salaryTrainingBonus plan401K/profit sharing program with company matchMedical, Dental and Vision PlanGenerous Paid Time Off including 5 weeks vacation, plus sick days and company holidaysWellness program including gym membership AMC Technology, LLC is an Equal Opportunity Employer. ",Senior Software Engineer,"HTML5, CSS3, JavaScript, JQuery,Windows Server, IIS, .NET, Visual Studio,C# and / or C++, API, SOAP, SAP,Oracle, Avaya/Nortel, Cisco,Aspect, CTI, CRM, ERP, Cloud, AWS, Microsoft Azure","Indore, Madhya Pradesh",yes,mindtree.com,https://www.linkedin.com/company/mindtree/,0
32,Genpact,"Test Automation/Load Testing ContractorLocation: Southlake TXDuration: 6 months contract to hireWork authorization: EAD(GC)/GC/USCs only Interview Process: Minimum a phone screen for the first round, then onsite interview Intake call notes:Understanding basic Java; not a developer per seExperience with selenium, load testing, automated testing, LoadRunnerMultiple applications towards one project; finishing up SAP application, PPM application, with multiple teammatesAgile environmentJOB DESCRIPTION:Collaborates within Quality Assurance team and with Project Team members to ensure software is delivered on time and is of the highest quality standards.Creates and executes test cases, both manual and automated.Prepare reports and documentation updates.Technical consulting on automation and automation issues, tools and processes.May take part in researching best practices, new tools and technology.Develop and executes software test plans.Analyze and write test standards and procedures.Documents defects that do not successfully meet expected results and communicates results to development and leadership teams per standard processesAnalyze test results to ensure existing functionality and recommends corrective action.Consult with development engineers in resolution of problems.Enhances department and organization reputation by accepting ownership for accomplishing new and different requests and exploring opportunities to add value to job accomplishments.Contributes to a culture of innovation, collaboration, and partnership. EXPERIENCE:Minimum 8 years related experience  REQUIRED SKILLS:Related QA experienceProven interpersonal, analytical, attention to detail/strategy, and creative problem-solving skillsExcellent written and verbal communication skillsExpert capacity for comprehending complex concepts and systems • Ability to work independently and as part of a teamStrong experience creating and executing detailed manual, automated, and performance test cases/scripts, and test plans.Strong experience with all aspects of testing including Functional, Integration, Regression, Automation, Performance, User Acceptance and Penetration Testing.Expert in Test Automation, Load testing and Testing Tools required (QTP/UFT, LoadRunner, Selenium, Quality Center (VBscript, XML, performance testing)Ability to map test cases to business requirements.Ability to read and comprehend business requirements and high level design deliverables well enough to create detailed test cases.Strong experience in back-end testing, relational databases and developing SQL queries to interact with databases desired.Background in integration testing, testing interfaces between primary application and other applications Preferred Skills:Previous travel industry experiencePrevious SAP experiencePrior experience with flight scheduling operations softwareBasic scripting or programming skills preferredBasic JAVA skills preferredSpecialized Skills & Knowledge:Working knowledge of all phases of the product life cycle, including engineering specifications, customer requirements gathering, software design and development.Demonstrated ability to function effectively in fast paced and frequently changing work environmentsMaster in creating well defined Test Strategies for various types of Functional, Exploratory and Regression testing initiatives.Highly proficient in SQL, Oracle, SQL ServerExperience with of Agile Methodologies, ScrumThorough understanding of Web Application TestingExpert in Test Planning and ExecutionMS SQL Server 2008 or newer (Familiarity with writing basic queries, executing stored procedures)Familiarity with concept of ETL and SSIS packages in the context of testing  ",Test Automation/Load Testing Contractor,"selenium, load testing, automated testing, LoadRunner, Java, SAP application, PPM application, QA","Jaipur, Rajasthan",yes,genpact.com,https://www.linkedin.com/company/genpact/,0
33,KPIT Technologies,"**Candidates must live in the Boston area to be considered. The Regional Sales Manager will be an individual contributor role and will be responsible for increasing APCON's revenue and establishing new customer accounts in an assigned territory. Sales activities will include prospecting and qualifying business, demonstrating key advantages, negotiating, and closing of the sale. This will require working collaboratively with all stakeholders to achieve customer satisfaction and increased revenue. * Identifies, cultivates, and procures new direct and channel business sales relationships within assigned region. * Assumes ownership of the entire sales cycle including prospecting, qualifying business, demonstrating key advantages, negotiating, and closing of the sale. * Collaborates with internal and external stakeholders to define account strategy by highlighting APCON advantages and influencing technical decision makers. * Develops and implements region-wide sales plans consistent with company vision. * Builds and maintains customer relationships to ensure customer satisfaction. * Meets and/or exceeds sales objectives and quota. * Attends trade shows and demonstrates products to booth customers. Qualifications * Local account knowledge of the Fortune 1,000 companies. * Proven track record of building strong relationships with internal and external stakeholders. * Excellent presentation and interpersonal skills. * Excellent organizational, prioritization, and multi-tasking skills. * Excellent attention to detail, commitment to quality, results driven, and customer focused. * Proven ability to prioritize, balance, and self-manage multiple simultaneous projects and activities. * Demonstrated performance in prior roles with outstanding execution, problem solving skills, resourcefulness, and creativity. * Ability to communicate technical information effectively to technical and non-technical stakeholders. * Ability to travel throughout assigned territory to meet with prospects and customers. Education and/or Experience:   * Degree and/or the equivalent experience. * Minimum 5+ years outside sales experience. * Experience selling network switching products or analysis equipment to data centers and large enterprises preferred. About APCON:   For more than 23 years, APCON has been on the forefront of cutting edge, innovative network monitoring technology. Our core values have and continue to be a benchmark for everything we do as a company. #LI-POST #LI-TH1 #dice  Posted: 12/29/2016 Category: Sales Salary: Commensurate With Experience Benefits: Benefits Eligible Department: Sales Domestic Field",Regional Sales Manager (Boston),"Analysis, Benchmark, Manager, Sales","Kolkata , West Bengal",yes,kpit.com,https://www.linkedin.com/company/kpit/,0
34,Rashi Peripherals,"Sr Informatica Developer Location: Atlanta, GA Duration: 6 Months+Mode of Interview: Phone / VideoRate:  c2cJob Description: Informatica Developer. Looking for H1 Transfer mainly who can come on our payroll.Participates as a key member of the data integration team to install, configure, and program applications and associated data-marts per business requirements.Develops ETL Code using Informatica and other allied toolsResponsible for detailed design, development, unit testing, integration testing of ETL codeAnalyzes and resolves data quality issuesOptimization and automation of existing ETL and data-flow processes inclusive of file imports/exports, data-mart population, and data-refresh processes.Assists in the identification and resolution of data quality and performance related issues.Provides guidance in the utilization of development techniques and tools to management and staff members promoting a high standard of execution.Maintains business intelligence systems data dictionaries, schema documentation, and jobs inventory for the business intelligence systems team.Other duties within the data integration team as needed.Job Level Specific DutiesSupports large and critical software applications within the organization.Viewed as a technical expert or advisor for one or more applications.Leads projects where analysis of systems or data requires an in-depth evaluation of complex business process, system process, and industry standards.Regularly mentors and reviews work of less experienced team members.Initiates corrective action to stay on project schedules.Job Level Specific DutiesInstructs, directs, and checks the work of other team members.Coaches, motivates and guides team members.Utilizes best practice processes around work assignments, project management, and quality of output while maximizing overall team performance.Builds relationships with customers to improve services and ensure service levels are being met.Has advanced functional knowledge of area of responsibility.Competent to work at the highest technical level of most phases of systems analysis while considering the business implications of the application of technology to the current and future business environment.Creates business process flow charts for customer and technical review.Typical Years of ExperienceTypically requires 8-10 years relevant experience.Minimum Education and CertificationsUndergraduate degree or equivalent combination of education and work experience.Graduate degree preferred.SkillsAdvanced knowledge of system development methodology, project management and system architecture. Advanced analytical / problem solving skills.Advanced ability to identify and evaluate existing and potential IT and business challenges.Exceptional influencing and communication skills. Exceptional ability to translate between non-technical business users and technical IT resources. Advanced client service skills and leadership capabilities.Exceptional organizational and time management skills.Physical Requirements/ Working ConditionsAbility to physically perform general office requirements.Must be able to perform essential responsibilities with or without reasonable accommodations.Significant travel including overnight domestic or international trips may be required. ",Sr Informatica Developer,"Informatica, Shell scripting, Unix, ETL, Toad","Lucknow, Uttar Pradesh",yes,rashi.com,https://www.linkedin.com/company/rashi/,0
35,CSC India,"This is a test job. Do not apply.Below is latin for formatting purposesSed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?    List item one              List item two               List item three                   At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.",Dark Roast Java Developer,"Java, Python, Ruby on Rails, Dark Roasts, Light Roasts, Pumpkin Spice","Pune, Maharashtra",yes,csc.com,https://www.linkedin.com/company/csc/,0
36,Vakrangee,"Our client is a world leader and innovator in the world’s premier digital industrial company who is changing the world one idea at a time. They offer continuous growth, learning, and development for their employees.Since 1980 APR Consulting, Inc. has provided professional recruiting and contingent workforce solutions to a diverse mix of clients, industries, and skill sets nationwide.Job Title:Data Architect12 Month Contract. (Contract To Hire).Job Details:Work as part of the CPA Analytics Architecture team providing support to module teams as needed, including general architectural reviews and guidance.Work with CPA product managers and other key stakeholders to analyze, understand, and document BI / Data Storage and reporting requirements.Represent CPA Data / Analytics SME expertise to internal groups.Understand and document current state environment and existing solutions as well as considering innovative technology options for future solutions envisioning.Requirements:Expert at SQL and Query tuning on databases, have experience with columnar storage and MPP / Analytical BDs (GreenPlum, Teradata): Data Warehousing experience is preferred.Required Python skills set – intermediate to advance.Have experience with bash scripting and one of the following – Java / Scala / C++ /or any object oriented or any functional programming language preferred.AWS cloud environment (Required).Bachelor degree in computer science or equivalent.7+ years of experience.Or 5+ years’ experience if you have Master’s degree.Skills:Good Experience with EMR or Hadoop with a solid understanding of distributed processing / map – reduce.Experience writing programs using Spark / pySpark.Experience dealing with Kafka/Kinesis/Flume (any one) and have the best concepts of how these can be combined to have real time decisions.You have designed complex DAGs on either Airflow, Luigi, or AWS Data pipeline.Experience with at least one ETL Tools (Informatica Cloud, Talend, SSIS.).Familiarity with machine learning and Data analysis packages.Familiar with how to reporting software work – Tableau, SiSense, Qlik.Must be willing to travel (<10%).Must be willing to work out of the office located in Atlanta, GA.Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen.Compensation & Benefits:Pay Rate: $70.00/hr. DOEWe pay weekly every Friday, have direct deposit, and offer a competitive benefits package: Medical, Dental Vision, 401k plan, etc. - Benefits available shortly into this contract (30+ days - starting with the 1st of the month following 30 days of service).Don't miss out on this amazing opportunity! If you feel your experience is the match for this position, please apply today and join our team. We look forward to working with you!",Data Architect,SQL / Java / Scala / C++ / AWS / Data Warehousing / Spark / Kafka / Tableau / Hadoop / ETL.,"Varanasi, Uttar Pradesh",yes,vakrangee.com,https://www.linkedin.com/company/vakrangee/,0
37,Cyient,"The candidate must have established knowledge and practical experience in test automation design and test automation development via Selenium (Web Driver) using Java (or other supported scripting languages). Practical experience with, or demonstrated exposure to, the following subject areas is also essential: DevOps (CI), Agile Practices, Selenium Automation.Experience: 9-10 Years  Key Skills: Selenium Automation Testing OSS-BSS TestingMobile Testing telecom experience preferred.",Selenium Automation Tester,Mobile Testing OSS BSS DevOPs Selenium Automation,"Ahmedabad, Gujarat",yes,cyient.com,https://www.linkedin.com/company/cyient/,0
